id,sqe_master_id,roi_id,image_id_damascus,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity,reading_Order,reading_Order_Alt,uni_He_0,uni_He_1,uni_He_2,uni_He_3,uni_He_4,uni_He_5,line_ID,line_ID_Alt,attr_0,attr_1,is_Joined,commentary
264,,264,02_Frg_5ii_ROI.tif:4829-0883:1,24072,73858,18,102,815,4741,136,177,772,1301,768,1000,,,ד,,,,,,11,,,,,
265,,265,02_Frg_5ii_ROI.tif:4808-0696:1,27590,65386,16,101,607,4731,178,155,782,1148,871,1000,,,ש,,,,,,11,,,,,
266,,266,02_Frg_5ii_ROI.tif:5208-3673:1,14883,57043,17,106,3613,5147,121,123,785,1017,984,1000,,,מ,,,,,,12,,,,,
267,,267,02_Frg_5ii_ROI.tif:5207-3581:1,9272,59088,16,106,3543,5146,76,122,743,1605,623,1000,,,י,,,,,,12,,,,,
268,,268,02_Frg_5ii_ROI.tif:5200-3437:1,20838,58700,15,106,3362,5131,151,138,784,1094,914,1000,,,ש,,,,,,12,,,,,
269,,269,02_Frg_5ii_ROI.tif:5206-3314:1,16170,63716,16,106,3259,5133,110,147,769,1336,748,1000,,,ר,,,,,,12,,,,,
270,,270,02_Frg_5ii_ROI.tif:5207-3180:1,16637,61587,15,109,3115,5144,131,127,785,1031,969,1000,,,א,,,,,,12,,,,,
271,,271,02_Frg_5ii_ROI.tif:5118-3009:1,67635,72743,14,112,2926,4916,167,405,649,2425,412,1000,,,ל,,,,,,12,,,,,
272,,272,02_Frg_5ii_ROI.tif:5175-2856:1,8680,76338,26,106,2786,5144,140,62,668,2258,443,1000,,,   ,,,,,,12,,,,,
273,,273,02_Frg_5ii_ROI.tif:5191-2732:1,13910,51065,14,95,2679,5126,107,130,778,1215,823,1000,,,א,,,,,,12,,,,,
274,,274,02_Frg_5ii_ROI.tif:5196-2615:1,27040,55085,16,98,2550,5092,130,208,744,1600,625,1000,,,ת,,,,,,12,,,,,
275,,275,02_Frg_5ii_ROI.tif:5164-2482:1,14175,75083,40,94,2415,5112,135,105,773,1286,778,1000,,,   ,,,,,,12,,,,,
276,,276,02_Frg_5ii_ROI.tif:5160-2363:1,15453,51728,15,89,2313,5084,101,153,752,1515,660,1000,,,ע,,,,,,12,,,,,
277,,277,02_Frg_5ii_ROI.tif:5181-2216:1,25754,52236,15,108,2137,5100,158,163,785,1032,969,1000,,,צ,,,,,,12,,,,,
278,,278,02_Frg_5ii_ROI.tif:5196-2094:1,32708,54668,16,93,2020,5086,148,221,755,1493,670,1000,,,ת,,,,,,12,,,,,
279,,279,02_Frg_5ii_ROI.tif:5139-1984:1,14839,79096,54,104,1949,5035,71,209,595,2944,340,1000,,,   ,,,,,,12,,,,,
280,,280,02_Frg_5ii_ROI.tif:5147-1879:1,15290,47903,15,87,1810,5092,139,110,775,1264,791,1000,,,ב,,,,,,12,,,,,
281,,281,02_Frg_5ii_ROI.tif:5158-1774:1,16016,52020,15,87,1718,5087,112,143,774,1277,783,1000,,,נ,,,,,,12,,,,,
282,,282,02_Frg_5ii_ROI.tif:5121-1712:1,7600,48164,14,88,1674,5071,76,100,771,1316,760,1000,,,י,,,,,,12,,,,,
