id,sqe_master_id,roi_id,image_id_damascus,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity,reading_Order,reading_Order_Alt,uni_He_0,uni_He_1,uni_He_2,uni_He_3,uni_He_4,uni_He_5,line_ID,line_ID_Alt,attr_0,attr_1,is_Joined,commentary
,,65,Frg_2ii_א_char.tif:0001-1335-5253-65:1,0.013,80.062,27,118,4.295,1.095,0.119,0.106,0.783,1.116,0.896,1,73,,ה,,,,,,4,,damaged,,,
,,64,Frg_2ii_א_char.tif:0001-1220-5213:1,0.006,61.262,24,119,4.253,0.961,0.074,0.086,0.781,1.167,0.857,1,74,,ו,,,,,,4,,damaged,,1,
,,181,Frg_2ii_א_char.tif:0001-3566-3361:1,0.01,77.099,30,130,2.728,2.872,0.078,0.127,0.741,1.621,0.617,1,74,,ו,,,,,,4,,damaged,,1,
,,66,Frg_2ii_א_char.tif:0001-1240-5123:1,0.043,85.24,24,132,4.146,0.871,0.142,0.3,0.685,2.11,0.474,1,75,,ל,,,,,,4,,damaged,,,
,,67,Frg_2ii_א_char.tif:0001-1371-5063:1,0.006,75.508,30,123,4.138,1.079,0.058,0.099,0.734,1.69,0.592,1,76,,י,כ,,,,,4,,,,1,
,,69,Frg_2ii_א_char.tif:0001-1452-5066:1,0.004,62.712,31,112,4.121,1.174,0.098,0.041,0.654,2.38,0.42,1,76,,כ,,,,,,4,,,,1,
,,68,Frg_2ii_א_char.tif:0001-1387-4958:1,0.011,77.807,29,128,4.04,1.077,0.081,0.13,0.744,1.596,0.627,1,77,,י,,,,,,4,,,,,
,,70,Frg_2ii_א_char.tif:0001-1409-4817:1,0.025,65.207,17,124,3.9,1.064,0.129,0.192,0.756,1.484,0.674,1,77,,ת,ם,,,,,4,,,,1,
,,71,Frg_2ii_א_char.tif:0001-1357-4730:1,0.008,67.049,31,114,3.861,1.056,0.064,0.122,0.71,1.897,0.527,1,77,,ם,,,,,,4,,,,1,
,,220,Frg_2ii_א_char.tif:0001-1422-4610:1,0.011,98.429,54,125,3.728,1.129,0.133,0.083,0.744,1.594,0.627,1,78,, ,,,,,,4,,,,,
,,72,Frg_2ii_א_char.tif:0001-1402-4476:1,0.01,62.395,23,119,3.64,1.1,0.089,0.109,0.778,1.222,0.818,1,79,,ב,,,,,,4,,,,,
,,73,Frg_2ii_א_char.tif:0001-1398-4367:1,0.016,81.054,34,120,3.538,1.079,0.113,0.143,0.774,1.27,0.787,1,80,,ת,,,,,,4,,damaged,,,
,,74,Frg_2ii_א_char.tif:0001-1387-4246:1,0.011,60.545,25,107,3.448,1.084,0.094,0.115,0.777,1.228,0.814,1,81,,מ,,,,,,4,,,,,
,,75,Frg_2ii_א_char.tif:0001-1382-4153:1,0.009,65.424,28,117,3.376,1.084,0.085,0.108,0.774,1.272,0.786,1,82,,י,,,,,,4,,,,,
,,76,Frg_2ii_א_char.tif:0001-1418-3996:1,0.041,88.02,31,136,3.197,1.058,0.185,0.22,0.78,1.187,0.843,1,83,,ם,,,,,,4,,,,,
,,221,Frg_2ii_א_char.tif:0001-1412-3837:1,0.006,109.238,83,130,3.119,1.122,0.077,0.081,0.785,1.053,0.949,1,84,, ,,,,,,4,,,,,
,,77,Frg_2ii_א_char.tif:0001-1378-3713:1,0.017,91.574,41,132,2.993,1.068,0.127,0.133,0.785,1.045,0.957,1,85,,ד,,,,,,4,,,,,
,,78,Frg_2ii_א_char.tif:0001-1378-3577:1,0.011,96.099,47,137,2.901,1.071,0.086,0.127,0.756,1.481,0.675,1,86,,ר,,,,,,4,,,,,
,,79,Frg_2ii_א_char.tif:0001-1461-3447:1,0.037,110.293,40,144,2.77,1.065,0.134,0.275,0.692,2.049,0.488,1,87,,ך,,,,,,4,,,,,
