 ID,MY_ID,TEI-TAG,LINK,USE,Module,Note,Transcriber Short Cut,Palatte for Live Coder,Example
219,219,delSpan,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-delSpan.html,1,transc,Longer selection of deleted text,,,
220,220,depth,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-depth.html,,msdescription,,,,
221,221,derivation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-derivation.html,,corpus,,,,
222,222,desc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-desc.html,,core,,,,
223,223,dictScrap,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-dictScrap.html,,dictionary,,,,
224,224,dim,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-dim.html,,msdescription,,,,
225,225,dimensions,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-dimensions.html,,msdescription,,,,
226,226,distinct,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-distinct.html,,core,,,,
227,227,distributor,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-distributor.html,,header,,,,
228,228,district,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-district.html,,namesdates,,,,
229,229,div,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div.html,,textStruct,,,,
230,230,div1,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div1.html,,textStruct,,,,
231,231,div2,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div2.html,,textStruct,,,,
232,232,div3,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div3.html,,textStruct,,,,
233,233,div4,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div4.html,,textStruct,,,,
234,234,div5,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div5.html,,textStruct,,,,
235,235,div6,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div6.html,,textStruct,,,,
236,236,div7,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-div7.html,,textStruct,,,,
237,237,divGen,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-divGen.html,,core,,,,
238,238,docAuthor,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-docAuthor.html,,textStruct,,,,
239,239,docDate,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-docDate.html,,docDate,,,,
240,240,docEdition,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-docEdition.html,,textStruct,,,,
241,241,docImprint,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-docImprint.html,,textStruct,,,,
242,242,docTitle,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-docTitle.html,,textStruct,,,,
243,243,domain,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-domain.html,,corpus,,,,
244,244,edition,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-edition.html,,header,,,,
245,245,editionStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-editionStmt.html,,header,,,,
246,246,editor,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-editor.html,,core,,,,
247,247,editorialDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-editorialDecl.html,,header,,,,
248,248,education,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-education.html,,namesdates,,,,
249,249,eg,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-eg.html,,tagdocs,,,,
250,250,egXML,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-egXML.html,,tagdocs,,,,
251,251,eLeaf,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-eLeaf.html,,nets,,,,
252,252,elementRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-elementRef.html,,tagdocs,,,,
253,253,elementSpec,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-elementSpec.html,,tagdocs,,,,
254,254,email,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-email.html,,core,,,,
255,255,emph,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-emph.html,,core,,,,
256,256,encodingDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-encodingDesc.html,,header,,,,
257,257,entry,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-entry.html,,dictionary,,,,
258,258,entryFree,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-entryFree.html,,dictionary,,,,
259,259,epigraph,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-epigraph.html,,textStruct,,,,
260,260,epilogue,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-epilogue.html,,drama,,,,
261,261,equipment,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-equipment.html,,spoken,,,,
262,262,equiv,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-equiv.html,,tagdocs,,,,
263,263,eTree,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-eTree.html,,nets,,,,
264,264,etym,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-etym.html,,dictionary,,,,
265,265,event,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-event.html,,namesdates,,,,
266,266,ex,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ex.html,1,transc,,,,
267,267,exemplum,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-exemplum.html,,tagdocs,,,,
268,268,expan,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-expan.html,,core,,,,
269,269,explicit,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-explicit.html,,msdescription,,,,
270,270,extent,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-extent.html,,header,,,,
271,271,f,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-f.html,,iso-fs,,,,
272,272,facsimile,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-facsimile.html,,transc,,,,
273,273,factuality,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-factuality.html,,corpus,,,,
274,274,faith,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-faith.html,,namesdates,,,,
275,275,fDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fDecl.html,,iso-fs,,,,
276,276,fDescr,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fDescr.html,,iso-fs,,,,
277,277,figDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-figDesc.html,,figures,,,,
278,278,figure,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-figure.html,,figures,,,,
279,279,fileDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fileDesc.html,,header,,,,
280,280,filiation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-filiation.html,,msdescription,,,,
281,281,finalRubric,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-finalRubric.html,,msdescription,,,,
282,282,fLib,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fLib.html,,iso-fs,,,,
283,283,floatingText,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-floatingText.html,,textStruct,,,,
284,284,floruit,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-floruit.html,,namesdates,,,,
285,285,foliation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-foliation.html,,msdescription,,,,
286,286,foreign,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-foreign.html,,core,,,,
287,287,forename,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-forename.html,,namesdates,,,,
288,288,forest,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-forest.html,,nets,,,,
289,289,form,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-form.html,,dictionary,,,,
290,290,formula,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-formula.html,,figures,,,,
291,291,front,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-front.html,,textStruct,,,,
292,292,fs,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fs.html,,iso-fs,,,,
293,293,fsConstraints,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsConstraints.html,,iso-fs,,,,
294,294,fsdDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsdDecl.html,,iso-fs,,,,
295,295,fsDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsDecl.html,,iso-fs,,,,
296,296,fsDescr,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsDescr.html,,iso-fs,,,,
297,297,fsdLink,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsdLink.html,,iso-fs,,,,
298,298,funder,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-funder.html,,header,,,,
299,299,fvLib,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fvLib.html,,iso-fs,,,,
300,300,fw,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fw.html,,transc,,,,
301,301,g,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-g.html,,gaija,,,,
302,302,gap,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gap.html,,core,,,,
303,303,gb,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gb.html,,core,,,,
304,304,gen,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gen.html,,dictionary,,,,
305,305,genName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-genName.html,,namesdates,,,,
306,306,geo,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geo.html,,namesdates,,,,
307,307,geoDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geoDecl.html,,header,,,,
308,308,geogFeat,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geogFeat.html,,namesdates,,,,
309,309,geogName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geogName.html,,namesdates,,,,
310,310,gi,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gi.html,,tagdocs,,,,
311,311,gloss,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gloss.html,,core,,,,
312,312,glyph,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-glyph.html,,gaija,,,,
313,313,glyphName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-glyphName.html,,gaija,,,,
314,314,gram,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gram.html,,dictionary,,,,
315,315,gramGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gramGrp.html,,dictionary,,,,
316,316,graph,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-graph.html,,nets,,,,
317,317,graphic,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-graphic.html,,core,,,,
318,318,group,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-group.html,,textStruct,,,,
319,319,handDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handDesc.html,,msdescription,,,,
320,320,handNote,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handNote.html,,header,,,,
321,321,handNotes,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handNotes.html,,transc,,,,
322,322,handShift,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handShift.html,,transc,,,,
323,323,head,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-head.html,,core,,,,
324,324,headItem,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-headItem.html,,core,,,,
325,325,headLabel,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-headLabel.html,,core,,,,
326,326,height,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-height.html,,msdescription,,,,
327,327,heraldry,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-heraldry.html,,msdescription,,,,
328,328,hi,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hi.html,,core,,,,
329,329,history,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-history.html,,msdescription,,,,
330,330,hom,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hom.html,,dictionary,,,,
331,331,hyph,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hyph.html,,dictionary,,,,
332,332,hyphenation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hyphenation.html,,header,,,,
333,333,ident,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ident.html,,tagdocs,,,,
334,334,idno,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-idno.html,,header,,,,
335,335,if,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-if.html,,iso-fs,,,,
336,336,iff,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iff.html,,iso-fs,,,,
337,337,imprimatur,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-imprimatur.html,,textStruct,,,,
338,338,imprint,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-imprint.html,,core,,,,
339,339,incident,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-incident.html,,spoken,,,,
340,340,incipit,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-incipit.html,,msdescription,,,,
341,341,index,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-index.html,,core,,,,
342,342,iNode,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iNode.html,,nets,,,,
343,343,institution,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-institution.html,,msdescription,,,,
344,344,interaction,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interaction.html,,corpus,,,,
345,345,interp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interp.html,1,analysis,,,,
346,346,interpGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interpGrp.html,1,analysis,,,,
347,347,interpretation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interpretation.html,,header,,,,
348,348,item,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-item.html,,core,,,,
349,349,iType,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iType.html,,dictionary,,,,
350,350,join,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-join.html,,linking,,,,
351,351,joinGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-joinGrp.html,,linking,,,,
352,352,keywords,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-keywords.html,,header,,,,
353,353,kinesic,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-kinesic.html,,spoken,,,,
354,354,l,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-l.html,,core,,,,
355,355,label,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-label.html,,core,,,,
356,356,lacunaEnd,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lacunaEnd.html,,textcrit,,,,
357,357,lacunaStart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lacunaStart.html,,textcrit,,,,
358,358,lang,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lang.html,,dictionary,,,,
359,359,langKnowledge,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langKnowledge.html,,namesdates,,,,
360,360,langKnown,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langKnown.html,,namesdates,,,,
361,361,language,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-language.html,,header,,,,
362,362,langUsage,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langUsage.html,,header,,,,
363,363,layout,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-layout.html,,msdescription,,,,
364,364,layoutDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-layoutDesc.html,,msdescription,,,,
365,365,lb,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lb.html,,core,,,,
366,366,lbl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lbl.html,,dictionary,,,,
367,367,leaf,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-leaf.html,,nets,,,,
368,368,lem,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lem.html,,textcrit,,,,
369,369,lg,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lg.html,,core,,,,
370,370,licence,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-licence.html,,header,,,,
371,371,line,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-line.html,,transc,,,,
372,372,link,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-link.html,,linking,,,,
373,373,linkGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-linkGrp.html,,linking,,,,
374,374,list,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-list.html,,core,,,,
375,375,listApp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listApp.html,,textcrit,,,,
376,376,listBibl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listBibl.html,,core,,,,
377,377,listChange,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listChange.html,,header,,,,
378,378,listEvent,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listEvent.html,,namesdates,,,,
379,379,listForest,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listForest.html,,nets,,,,
380,380,listNym,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listNym.html,,namesdates,,,,
381,381,listOrg,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listOrg.html,,namesdates,,,,
382,382,listPerson,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPerson.html,,namesdates,,,,
383,383,listPlace,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPlace.html,,namesdates,,,,
384,384,listPrefixDef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPrefixDef.html,,header,,,,
385,385,listRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listRef.html,,tagdocs,,,,
386,386,listRelation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listRelation.html,,namesdates,,,,
387,387,listTranspose,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listTranspose.html,,transc,,,,
388,388,listWit,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listWit.html,,textcrit,,,,
389,389,locale,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locale.html,,corpus,,,,
390,390,localName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-localName.html,,gaija,,,,
391,391,location,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-location.html,,namesdates,,,,
392,392,locus,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locus.html,,msdescription,,,,
393,393,locusGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locusGrp.html,,msdescription,,,,
394,394,m,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-m.html,1,analysis,,,,
395,395,macro.anyXML,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.anyXML.html,,TEI infrastructure,,,,
396,396,macro.limitedContent,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.limitedContent.html,,TEI infrastructure,,,,
397,397,macro.paraContent,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.paraContent.html,,TEI infrastructure,,,,
398,398,macro.phraseSeq,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.phraseSeq.html,,TEI infrastructure,,,,
399,399,macro.phraseSeq.limited,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.phraseSeq.limited.html,,TEI infrastructure,,,,
400,400,macro.schemaPattern,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.schemaPattern.html,,tagdocs,,,,
401,401,macro.specialPara,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.specialPara.html,,TEI infrastructure,,,,
402,402,macro.xtext,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macro.xtext.html,,TEI infrastructure,,,,
403,403,macroRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macroRef.html,,tagdocs,,,,
404,404,macroSpec,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-macroSpec.html,,tagdocs,,,,
405,405,mapping,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-mapping.html,,gaija,,,,
406,406,material,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-material.html,,msdescription,,,,
407,407,measure,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-measure.html,,core,,,,
408,408,measureGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-measureGrp.html,,core,,,,
409,409,media,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-media.html,,core,,,,
410,410,meeting,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-meeting.html,,core,,,,
411,411,memberOf,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-memberOf.html,,tagdocs,,,,
412,412,mentioned,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-mentioned.html,,core,,,,
413,413,metamark,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-metamark.html,,transc,,,,
414,414,metDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-metDecl.html,,Verse,,,,
415,415,metSym,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-metSym.html,,Verse,,,,
416,416,milestone,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-milestone.html,,core,,,,
417,417,mod,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-mod.html,,transc,,,,
418,418,model,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.html,,,,,,
419,419,modelGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-modelGrp.html,,,,,,
420,420,modelSequence,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-modelSequence.html,,,,,,
421,421,model.addressLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.addressLike.html,,TEI infrastructure,,,,
422,422,model.addrPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.addrPart.html,,TEI infrastructure,,,,
423,423,model.applicationLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.applicationLike.html,,TEI infrastructure,,,,
424,424,model.availabilityPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.availabilityPart.html,,TEI infrastructure,,,,
425,425,model.biblLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.biblLike.html,,TEI infrastructure,,,,
426,426,model.biblPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.biblPart.html,,TEI infrastructure,,,,
427,427,model.castItemPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.castItemPart.html,,TEI infrastructure,,,,
428,428,model.catDescPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.catDescPart.html,,TEI infrastructure,,,,
429,429,model.certLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.certLike.html,,TEI infrastructure,,,,
430,430,model.choicePart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.choicePart.html,,TEI infrastructure,,,,
431,431,model.common,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.common.html,,TEI infrastructure,,,,
432,432,model.dateLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.dateLike.html,,TEI infrastructure,,,,
433,433,model.descLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.descLike.html,,TEI infrastructure,,,,
434,434,model.dimLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.dimLike.html,,TEI infrastructure,,,,
435,435,model.div1Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div1Like.html,,TEI infrastructure,,,,
436,436,model.div2Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div2Like.html,,TEI infrastructure,,,,
437,437,model.div3Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div3Like.html,,TEI infrastructure,,,,
438,438,model.div4Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div4Like.html,,TEI infrastructure,,,,
439,439,model.div5Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div5Like.html,,TEI infrastructure,,,,
440,440,model.div6Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div6Like.html,,TEI infrastructure,,,,
441,441,model.div7Like,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.div7Like.html,,TEI infrastructure,,,,
442,442,model.divBottom,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divBottom.html,,TEI infrastructure,,,,
443,443,model.divBottomPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divBottomPart.html,,TEI infrastructure,,,,
444,444,model.divGenLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divGenLike.html,,TEI infrastructure,,,,
445,445,model.divLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divLike.html,,TEI infrastructure,,,,
446,446,model.divPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divPart.html,,TEI infrastructure,,,,
447,447,model.divPart.spoken,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divPart.spoken.html,,spoken,,,,
448,448,model.divTop,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divTop.html,,TEI infrastructure,,,,
449,449,model.divTopPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divTopPart.html,,TEI infrastructure,,,,
450,450,model.divWrapper,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.divWrapper.html,,TEI infrastructure,,,,
451,451,model.editorialDeclPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.editorialDeclPart.html,,TEI infrastructure,,,,
452,452,model.egLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.egLike.html,,TEI infrastructure,,,,
453,453,model.emphLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.emphLike.html,,TEI infrastructure,,,,
454,454,model.encodingDescPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.encodingDescPart.html,,TEI infrastructure,,,,
455,455,model.entryLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.entryLike.html,,dictionary,,,,
456,456,model.entryPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.entryPart.html,,TEI infrastructure,,,,
457,457,model.entryPart.top,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.entryPart.top.html,,TEI infrastructure,,,,
458,458,model.featureVal.complex,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.featureVal.complex.html,,TEI infrastructure,,,,
459,459,model.featureVal,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.featureVal.html,,TEI infrastructure,,,,
460,460,model.featureVal.single,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.featureVal.single.html,,TEI infrastructure,,,,
