 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
844,T-S_10K6;1r.tif:0844,3040,59.870,0,133,4134,4464,40,76,85.757,45.135,90,0.710,1.900,0.526,1.000
845,T-S_10K6;1r.tif:0845,21024,51.185,0,135,3983,4448,144,146,164.743,162.487,90,0.785,1.014,0.986,1.000
846,T-S_10K6;1r.tif:0846,13899,39.705,0,171,3921,4457,113,123,138.791,127.507,90,0.784,1.088,0.919,1.000
847,T-S_10K6;1r.tif:0847,2520,41.279,0,127,3900,4469,42,60,67.703,47.392,90,0.761,1.429,0.700,1.000
848,T-S_10K6;1r.tif:0848,10440,60.511,0,135,3807,4469,90,116,130.892,101.554,90,0.773,1.289,0.776,1.000
849,T-S_10K6;1r.tif:0849,6720,58.153,0,124,3764,4478,48,140,157.973,54.162,90,0.597,2.917,0.343,1.000
850,T-S_10K6;1r.tif:0850,2511,88.834,42,124,3733,4516,31,81,91.399,34.980,90,0.629,2.613,0.383,1.000
851,T-S_10K6;1r.tif:0851,13520,54.198,0,154,3629,4474,104,130,146.689,117.351,90,0.776,1.250,0.800,1.000
852,T-S_10K6;1r.tif:0852,8927,57.869,0,131,3562,4473,79,113,127.507,89.142,90,0.761,1.430,0.699,1.000
853,T-S_10K6;1r.tif:0853,2800,34.706,0,102,3528,4478,35,80,90.270,39.493,90,0.665,2.286,0.438,1.000
854,T-S_10K6;1r.tif:0854,21760,52.192,0,135,3408,4472,136,160,180.541,153.460,90,0.780,1.176,0.850,1.000
855,T-S_10K6;1r.tif:0855,936,76.870,31,138,3395,4533,13,72,81.243,14.669,90,0.407,5.538,0.181,1.000
856,T-S_10K6;1r.tif:0856,5600,62.453,0,154,3345,4501,50,112,126.378,56.419,90,0.670,2.240,0.446,1.000
857,T-S_10K6;1r.tif:0857,1820,84.107,0,162,3306,4508,35,52,58.676,39.493,90,0.755,1.486,0.673,1.000
858,T-S_10K6;1r.tif:0858,16988,59.091,0,170,3185,4479,124,137,154.588,139.919,90,0.783,1.105,0.905,1.000
859,T-S_10K6;1r.tif:0859,2730,43.103,0,121,3183,4488,42,65,73.345,47.392,90,0.749,1.548,0.646,1.000
860,T-S_10K6;1r.tif:0860,10320,50.552,0,114,3088,4484,86,120,135.406,97.041,90,0.764,1.395,0.717,1.000
861,T-S_10K6;1r.tif:0861,6020,50.647,0,126,3047,4486,43,140,157.973,48.520,90,0.565,3.256,0.307,1.000
862,T-S_10K6;1r.tif:0862,6732,89.749,0,128,2981,4496,66,102,115.095,74.473,90,0.749,1.545,0.647,1.000
863,T-S_10K6;1r.tif:0863,11781,53.273,0,160,2882,4477,99,119,134.277,111.710,90,0.779,1.202,0.832,1.000
864,T-S_10K6;1r.tif:0864,4600,45.282,0,157,2842,4486,40,115,129.764,45.135,90,0.602,2.875,0.348,1.000
865,T-S_10K6;1r.tif:0865,21384,65.183,0,151,2745,4479,88,243,274.196,99.297,90,0.613,2.761,0.362,1.000
866,T-S_10K6;1r.tif:0866,8370,88.140,22,132,2655,4489,90,93,104.939,101.554,90,0.785,1.033,0.968,1.000
867,T-S_10K6;1r.tif:0867,5412,48.819,0,124,2614,4470,41,132,148.946,46.264,90,0.568,3.220,0.311,1.000
868,T-S_10K6;1r.tif:0868,2905,53.768,0,126,2575,4469,35,83,93.655,39.493,90,0.655,2.371,0.422,1.000
869,T-S_10K6;1r.tif:0869,19314,57.305,0,152,2465,4469,111,174,196.338,125.250,90,0.747,1.568,0.638,1.000
870,T-S_10K6;1r.tif:0870,5880,58.781,0,144,2460,4471,49,120,135.406,55.291,90,0.647,2.449,0.408,1.000
871,T-S_10K6;1r.tif:0871,13688,64.818,0,145,2345,4471,118,116,133.149,130.892,0,0.785,1.017,0.983,1.000
872,T-S_10K6;1r.tif:0872,8379,65.679,0,137,2299,4469,57,147,165.872,64.318,90,0.633,2.579,0.388,1.000
873,T-S_10K6;1r.tif:0873,5499,101.447,33,141,2252,4492,47,117,132.020,53.034,90,0.642,2.489,0.402,1.000
874,T-S_10K6;1r.tif:0874,13899,61.760,0,146,2129,4466,123,113,138.791,127.507,0,0.784,1.088,0.919,1.000
875,T-S_10K6;1r.tif:0875,16614,79.565,0,184,2095,4371,78,213,240.345,88.014,90,0.616,2.731,0.366,1.000
876,T-S_10K6;1r.tif:0876,924,94.220,55,158,2084,4475,11,84,94.784,12.412,90,0.322,7.636,0.131,1.000
877,T-S_10K6;1r.tif:0877,5290,39.124,0,138,2038,4448,46,115,129.764,51.905,90,0.641,2.500,0.400,1.000
878,T-S_10K6;1r.tif:0878,14472,49.670,0,147,1939,4446,108,134,151.203,121.865,90,0.776,1.241,0.806,1.000
879,T-S_10K6;1r.tif:0879,16632,59.380,0,136,1842,4434,132,126,148.946,142.176,0,0.785,1.048,0.955,1.000
880,T-S_10K6;1r.tif:0880,3232,99.583,42,147,1810,4444,32,101,113.966,36.108,90,0.574,3.156,0.317,1.000
881,T-S_10K6;1r.tif:0881,17544,47.470,0,171,1674,4435,136,129,153.460,145.561,0,0.785,1.054,0.949,1.000
882,T-S_10K6;1r.tif:0882,11832,59.339,0,153,1611,4429,102,116,130.892,115.095,90,0.782,1.137,0.879,1.000
883,T-S_10K6;1r.tif:0883,3078,66.016,0,134,1574,4439,38,81,91.399,42.878,90,0.683,2.132,0.469,1.000
884,T-S_10K6;1r.tif:0884,20700,70.289,0,161,1475,4432,92,225,253.885,103.811,90,0.647,2.446,0.409,1.000
885,T-S_10K6;1r.tif:0885,4032,117.551,11,201,1433,4490,42,96,108.324,47.392,90,0.665,2.286,0.438,1.000
886,T-S_10K6;1r.tif:0886,4560,76.698,0,179,1395,4447,38,120,135.406,42.878,90,0.574,3.158,0.317,1.000
887,T-S_10K6;1r.tif:0887,10502,71.760,0,206,1312,4455,89,118,133.149,100.426,90,0.770,1.326,0.754,1.000
888,T-S_10K6;1r.tif:0888,10115,71.994,0,206,1239,4457,85,119,134.277,95.912,90,0.764,1.400,0.714,1.000
889,T-S_10K6;1r.tif:0889,13846,89.640,0,196,1172,4394,86,161,181.669,97.041,90,0.713,1.872,0.534,1.000
890,T-S_10K6;1r.tif:0890,1512,113.452,46,157,1151,4479,21,72,81.243,23.696,90,0.549,3.429,0.292,1.000
891,T-S_10K6;1r.tif:0891,11865,59.811,0,149,1046,4455,105,113,127.507,118.480,90,0.784,1.076,0.929,1.000
892,T-S_10K6;1r.tif:0892,3729,51.209,0,129,1018,4460,33,113,127.507,37.237,90,0.550,3.424,0.292,1.000
893,T-S_10K6;1r.tif:0893,19602,63.800,0,145,914,4386,99,198,223.419,111.710,90,0.698,2.000,0.500,1.000
894,T-S_10K6;1r.tif:0894,13916,49.632,0,124,851,4454,98,142,160.230,110.581,90,0.759,1.449,0.690,1.000
895,T-S_10K6;1r.tif:0895,5512,65.473,0,129,806,4460,52,106,119.608,58.676,90,0.694,2.038,0.491,1.000
896,T-S_10K6;1r.tif:0896,13144,73.992,0,154,4113,4682,106,124,139.919,119.608,90,0.781,1.170,0.855,1.000
897,T-S_10K6;1r.tif:0897,10881,57.138,0,154,4037,4682,93,117,132.020,104.939,90,0.775,1.258,0.795,1.000
898,T-S_10K6;1r.tif:0898,2698,61.898,0,137,4001,4682,38,71,80.115,42.878,90,0.713,1.868,0.535,1.000
899,T-S_10K6;1r.tif:0899,11094,54.281,0,152,3924,4687,86,129,145.561,97.041,90,0.754,1.500,0.667,1.000
900,T-S_10K6;1r.tif:0900,2668,76.896,9,125,3901,4704,23,116,130.892,25.953,90,0.434,5.043,0.198,1.000
901,T-S_10K6;1r.tif:0901,14351,54.542,0,141,3788,4701,113,127,143.304,127.507,90,0.783,1.124,0.890,1.000
902,T-S_10K6;1r.tif:0902,13916,47.820,0,150,3696,4700,98,142,160.230,110.581,90,0.759,1.449,0.690,1.000
903,T-S_10K6;1r.tif:0903,11155,49.147,0,135,3636,4703,97,115,129.764,109.453,90,0.780,1.186,0.843,1.000
904,T-S_10K6;1r.tif:0904,14756,54.219,0,149,3535,4702,119,124,139.919,134.277,90,0.785,1.042,0.960,1.000
905,T-S_10K6;1r.tif:0905,1365,74.993,6,132,3520,4721,15,91,102.683,16.926,90,0.382,6.067,0.165,1.000
906,T-S_10K6;1r.tif:0906,7370,41.077,0,134,3465,4706,55,134,151.203,62.061,90,0.648,2.436,0.410,1.000
907,T-S_10K6;1r.tif:0907,13160,42.417,0,131,3379,4703,94,140,157.973,106.068,90,0.755,1.489,0.671,1.000
908,T-S_10K6;1r.tif:0908,16250,42.036,0,127,3266,4702,130,125,146.689,141.047,0,0.785,1.040,0.962,1.000
909,T-S_10K6;1r.tif:0909,14659,47.638,0,126,3172,4706,107,137,154.588,120.737,90,0.774,1.280,0.781,1.000
910,T-S_10K6;1r.tif:0910,4264,77.301,41,114,3131,4727,41,104,117.351,46.264,90,0.637,2.537,0.394,1.000
911,T-S_10K6;1r.tif:0911,7315,51.690,0,134,3076,4710,55,133,150.074,62.061,90,0.650,2.418,0.414,1.000
912,T-S_10K6;1r.tif:0912,3444,46.584,0,114,3038,4719,41,84,94.784,46.264,90,0.692,2.049,0.488,1.000
913,T-S_10K6;1r.tif:0913,12827,69.469,0,132,2945,4719,101,127,143.304,113.966,90,0.775,1.257,0.795,1.000
914,T-S_10K6;1r.tif:0914,16779,68.136,0,140,2834,4709,119,141,159.101,134.277,90,0.780,1.185,0.844,1.000
915,T-S_10K6;1r.tif:0915,13824,45.044,0,141,2756,4707,96,144,162.487,108.324,90,0.754,1.500,0.667,1.000
916,T-S_10K6;1r.tif:0916,4687,44.813,0,133,2718,4720,43,109,122.993,48.520,90,0.637,2.535,0.394,1.000
917,T-S_10K6;1r.tif:0917,12288,48.339,0,126,2617,4718,96,128,144.433,108.324,90,0.769,1.333,0.750,1.000
918,T-S_10K6;1r.tif:0918,4560,93.792,36,129,2577,4715,40,114,128.635,45.135,90,0.604,2.850,0.351,1.000
919,T-S_10K6;1r.tif:0919,17460,69.873,0,143,2487,4636,90,194,218.906,101.554,90,0.680,2.156,0.464,1.000
920,T-S_10K6;1r.tif:0920,10920,64.638,0,172,2427,4705,91,120,135.406,102.683,90,0.771,1.319,0.758,1.000
921,T-S_10K6;1r.tif:0921,10858,66.102,0,154,2344,4705,89,122,137.662,100.426,90,0.766,1.371,0.730,1.000
922,T-S_10K6;1r.tif:0922,13287,59.752,0,152,2264,4707,103,129,145.561,116.223,90,0.776,1.252,0.798,1.000
923,T-S_10K6;1r.tif:0923,4500,110.460,57,142,2214,4718,50,90,101.554,56.419,90,0.721,1.800,0.556,1.000
924,T-S_10K6;1r.tif:0924,6370,65.187,0,140,2165,4702,49,130,146.689,55.291,90,0.625,2.653,0.377,1.000
925,T-S_10K6;1r.tif:0925,3792,54.103,0,129,2107,4698,48,79,89.142,54.162,90,0.739,1.646,0.608,1.000
926,T-S_10K6;1r.tif:0926,11368,51.121,0,145,2011,4699,98,116,130.892,110.581,90,0.780,1.184,0.845,1.000
927,T-S_10K6;1r.tif:0927,2135,52.319,0,133,1974,4701,35,61,68.831,39.493,90,0.728,1.743,0.574,1.000
928,T-S_10K6;1r.tif:0928,13250,60.665,0,197,1866,4694,106,125,141.047,119.608,90,0.780,1.179,0.848,1.000
929,T-S_10K6;1r.tif:0929,6223,69.776,0,136,1818,4686,49,127,143.304,55.291,90,0.631,2.592,0.386,1.000
930,T-S_10K6;1r.tif:0930,5805,100.154,40,144,1763,4684,43,135,152.331,48.520,90,0.576,3.140,0.319,1.000
931,T-S_10K6;1r.tif:0931,23030,80.430,0,158,1665,4568,98,235,265.169,110.581,90,0.652,2.398,0.417,1.000
932,T-S_10K6;1r.tif:0932,8512,66.004,0,151,1611,4673,76,112,126.378,85.757,90,0.757,1.474,0.679,1.000
933,T-S_10K6;1r.tif:0933,2432,50.517,0,151,1569,4684,38,64,72.216,42.878,90,0.734,1.684,0.594,1.000
934,T-S_10K6;1r.tif:0934,14040,63.902,0,203,1472,4666,108,130,146.689,121.865,90,0.779,1.204,0.831,1.000
935,T-S_10K6;1r.tif:0935,3468,111.023,0,203,1438,4681,34,102,115.095,38.365,90,0.589,3.000,0.333,1.000
936,T-S_10K6;1r.tif:0936,13952,59.588,0,141,1329,4681,109,128,144.433,122.993,90,0.780,1.174,0.852,1.000
937,T-S_10K6;1r.tif:0937,13536,49.936,0,138,1250,4675,96,141,159.101,108.324,90,0.757,1.469,0.681,1.000
938,T-S_10K6;1r.tif:0938,3780,103.164,47,131,1208,4712,42,90,101.554,47.392,90,0.682,2.143,0.467,1.000
939,T-S_10K6;1r.tif:0939,5985,60.021,0,147,1163,4688,45,133,150.074,50.777,90,0.593,2.956,0.338,1.000
940,T-S_10K6;1r.tif:0940,4455,54.168,0,170,1114,4691,45,99,111.710,50.777,90,0.675,2.200,0.455,1.000
941,T-S_10K6;1r.tif:0941,13000,45.910,0,119,1010,4697,104,125,141.047,117.351,90,0.779,1.202,0.832,1.000
942,T-S_10K6;1r.tif:0942,15408,65.336,0,131,915,4682,107,144,162.487,120.737,90,0.768,1.346,0.743,1.000
943,T-S_10K6;1r.tif:0943,2883,75.460,43,104,884,4686,31,93,104.939,34.980,90,0.589,3.000,0.333,1.000
944,T-S_10K6;1r.tif:0944,12546,51.226,0,134,782,4669,102,123,138.791,115.095,90,0.779,1.206,0.829,1.000
945,T-S_10K6;1r.tif:0945,28314,73.836,0,142,674,4662,121,234,264.041,136.534,90,0.706,1.934,0.517,1.000
946,T-S_10K6;1r.tif:add0001,775,40.194,0,121,1795,2363,25,31,34.980,28.209,90,0.776,1.240,0.806,1.000
947,T-S_10K6;1r.tif:add0002,320,70.325,0,138,1721,2372,16,20,22.568,18.054,90,0.776,1.250,0.800,1.000
948,T-S_10K6;1r.tif:add0003,1364,72.000,6,127,1474,2197,62,22,69.960,24.824,0,0.607,2.818,0.355,1.000
949,T-S_10K6;1r.tif:add0004,966,61.390,0,116,1402,2353,21,46,51.905,23.696,90,0.676,2.190,0.457,1.000
950,T-S_10K6;1r.tif:add0005,105,60.076,6,115,2180,2099,7,15,16.926,7.899,90,0.682,2.143,0.467,1.000
951,T-S_10K6;1r.tif:add0006,306,61.941,0,131,2130,4834,18,17,20.311,19.182,0,0.785,1.059,0.944,1.000
952,T-S_10K6;1r.tif:add0007,1296,63.545,0,109,4102,2749,24,54,60.932,27.081,90,0.669,2.250,0.444,1.000
953,T-S_10K6;1r.tif:add0008,315,58.863,0,131,2045,4832,15,21,23.696,16.926,90,0.764,1.400,0.714,1.000
954,T-S_10K6;1r.tif:add0009,160,52.381,0,118,1806,4745,10,16,18.054,11.284,90,0.744,1.600,0.625,1.000
955,T-S_10K6;1r.tif:add0010,210,48.557,0,91,3836,2757,14,15,16.926,15.797,90,0.784,1.071,0.933,1.000
956,T-S_10K6;1r.tif:add0011,1674,89.443,0,143,1392,4789,31,54,60.932,34.980,90,0.728,1.742,0.574,1.000
957,T-S_10K6;1r.tif:add0012,1512,71.177,0,127,939,2994,42,36,47.392,40.622,0,0.781,1.167,0.857,1.000
958,T-S_10K6;1r.tif:add0013,1904,52.099,0,153,1782,4083,56,34,63.189,38.365,0,0.738,1.647,0.607,1.000
959,T-S_10K6;1r.tif:add0014,67032,111.137,0,178,1881,276,532,126,600.298,142.176,0,0.486,4.222,0.237,1.000
960,T-S_10K6;1r.tif:add0015,288,52.365,12,131,3884,3165,18,16,20.311,18.054,0,0.783,1.125,0.889,1.000
961,T-S_10K6;1r.tif:add0016,2772,37.794,0,127,1453,3217,42,66,74.473,47.392,90,0.747,1.571,0.636,1.000
962,T-S_10K6;1r.tif:add0017,195,52.123,0,126,1715,3394,13,15,16.926,14.669,90,0.781,1.154,0.867,1.000
963,T-S_10K6;1r.tif:add0018,1015,67.098,0,111,1390,2404,35,29,39.493,32.723,0,0.778,1.207,0.829,1.000
964,T-S_10K6;1r.tif:add0019,286,48.951,6,112,2793,3777,22,13,24.824,14.669,0,0.733,1.692,0.591,1.000
965,T-S_10K6;1r.tif:add0020,80,56.975,4,115,1759,3771,8,10,11.284,9.027,90,0.776,1.250,0.800,1.000
966,T-S_10K6;1r.tif:add0021,819,43.327,0,131,4209,2524,39,21,44.007,23.696,0,0.715,1.857,0.538,1.000
967,T-S_10K6;1r.tif:add0022,391,56.118,0,138,2387,4540,17,23,25.953,19.182,90,0.768,1.353,0.739,1.000
968,T-S_10K6;1r.tif:add0023,448,33.199,0,102,2721,4796,16,28,31.595,18.054,90,0.727,1.750,0.571,1.000
969,T-S_10K6;1r.tif:add0024,336,42.753,0,127,4214,2565,16,21,23.696,18.054,90,0.771,1.312,0.762,1.000
970,T-S_10K6;1r.tif:add0025,780,49.060,0,135,2126,4796,39,20,44.007,22.568,0,0.704,1.950,0.513,1.000
971,T-S_10K6;1r.tif:add0026,1813,52.840,0,117,3050,2584,49,37,55.291,41.750,0,0.770,1.324,0.755,1.000
972,T-S_10K6;1r.tif:add0027,2856,58.535,0,122,2804,2546,42,68,76.730,47.392,90,0.742,1.619,0.618,1.000
973,T-S_10K6;1r.tif:add0028,34200,127.027,47,169,1585,272,190,180,214.392,203.108,0,0.785,1.056,0.947,1.000
974,T-S_10K6;1r.tif:add0029,1180,35.831,0,124,1528,3326,59,20,66.574,22.568,0,0.594,2.950,0.339,1.000
975,T-S_10K6;1r.tif:add0031,1100,45.933,0,123,1591,4194,50,22,56.419,24.824,0,0.667,2.273,0.440,1.000
976,T-S_10K6;1r.tif:add0032,880,33.247,0,125,1473,4193,44,20,49.649,22.568,0,0.675,2.200,0.455,1.000
977,T-S_10K6;1r.tif:add0033,1035,47.991,0,130,1339,4209,45,23,50.777,25.953,0,0.703,1.957,0.511,1.000
978,T-S_10K6;1r.tif:add0034,828,71.007,0,117,1159,4010,23,36,40.622,25.953,90,0.747,1.565,0.639,1.000
979,T-S_10K6;1r.tif:add0035,1408,55.252,0,108,3191,4445,44,32,49.649,36.108,0,0.766,1.375,0.727,1.000
980,T-S_10K6;1r.tif:add0036,756,48.958,0,103,2839,4417,14,54,60.932,15.797,90,0.514,3.857,0.259,1.000
981,T-S_10K6;1r.tif:add0037,400,47.380,0,120,3037,4559,16,25,28.209,18.054,90,0.748,1.562,0.640,1.000
982,T-S_10K6;1r.tif:add0038,1984,49.849,0,147,2653,4607,64,31,72.216,34.980,0,0.691,2.065,0.484,1.000
983,T-S_10K6;1r.tif:add0039,2242,65.088,0,127,2589,4575,38,59,66.574,42.878,90,0.749,1.553,0.644,1.000
984,T-S_10K6;1r.tif:add0040,315,56.711,0,120,2305,4545,15,21,23.696,16.926,90,0.764,1.400,0.714,1.000
985,T-S_10K6;1r.tif:add0041,700,74.091,42,130,2639,3495,14,50,56.419,15.797,90,0.537,3.571,0.280,1.000
986,T-S_10K6;1r.tif:add0042,224,65.326,0,122,2372,748,14,16,18.054,15.797,90,0.782,1.143,0.875,1.000
987,T-S_10K6;1r.tif:add0043,2214,72.707,0,136,1014,750,82,27,92.527,30.466,0,0.585,3.037,0.329,1.000
988,T-S_10K6;1r.tif:add0044,1750,110.128,0,143,977,729,35,50,56.419,39.493,90,0.761,1.429,0.700,1.000
989,T-S_10K6;1r.tif:add0045,2806,80.363,0,142,887,716,46,61,68.831,51.905,90,0.770,1.326,0.754,1.000
990,T-S_10K6;1r.tif:add0046,435,57.747,0,132,3358,1739,15,29,32.723,16.926,90,0.706,1.933,0.517,1.000
991,T-S_10K6;1r.tif:add0047,1551,78.866,0,129,1383,2120,47,33,53.034,37.237,0,0.761,1.424,0.702,1.000
992,T-S_10K6;1r.tif:add0048,192,28.427,0,105,4223,2263,12,16,18.054,13.541,90,0.769,1.333,0.750,1.000
993,T-S_10K6;1r.tif:add0049,88,55.125,0,123,4185,2231,8,11,12.412,9.027,90,0.766,1.375,0.727,1.000
994,T-S_10K6;1r.tif:add0050,252,47.079,0,115,3998,2216,14,18,20.311,15.797,90,0.773,1.286,0.778,1.000
995,T-S_10K6;1r.tif:add0051,190,43.726,0,113,3995,2253,10,19,21.439,11.284,90,0.710,1.900,0.526,1.000
996,T-S_10K6;1r.tif:add0052,288,41.396,0,115,3977,2269,12,24,27.081,13.541,90,0.698,2.000,0.500,1.000
997,T-S_10K6;1r.tif:add0053,216,31.750,0,97,4036,2266,12,18,20.311,13.541,90,0.754,1.500,0.667,1.000
998,T-S_10K6;1r.tif:add0054,1034,69.770,0,132,3943,2208,47,22,53.034,24.824,0,0.682,2.136,0.468,1.000
999,T-S_10K6;1r.tif:add0055,204,42.230,0,112,3889,2213,12,17,19.182,13.541,90,0.762,1.417,0.706,1.000
1000,T-S_10K6;1r.tif:add0056,144,56.910,14,105,3487,2367,12,12,13.541,13.541,0,0.785,1.000,1.000,1.000
1001,T-S_10K6;1r.tif:add0057,220,38.118,0,112,3463,2370,10,22,24.824,11.284,90,0.675,2.200,0.455,1.000
1002,T-S_10K6;1r.tif:add0058,288,41.955,0,94,3438,2375,12,24,27.081,13.541,90,0.698,2.000,0.500,1.000
1003,T-S_10K6;1r.tif:add0059,297,50.253,0,119,3270,2396,11,27,30.466,12.412,90,0.646,2.455,0.407,1.000
1004,T-S_10K6;1r.tif:add0060,912,66.932,0,130,1870,2387,24,38,42.878,27.081,90,0.745,1.583,0.632,1.000
1005,T-S_10K6;1r.tif:1308-1209,3350,124.021,0,208,1184,1275,50,67,75.601,56.419,90,0.769,1.340,0.746,1.000
1006,T-S_10K6;1r.tif:0784-3522,6090,134.412,28,201,3479,749,87,70,98.169,78.987,0,0.776,1.243,0.805,1.000
1007,T-S_10K6;1r.tif:0939-1635,2862,135.779,0,208,1609,912,53,54,60.932,59.804,90,0.785,1.019,0.981,1.000
1008,T-S_10K6;1r.tif:1376-1429,5248,154.104,0,211,1397,1335,64,82,92.527,72.216,90,0.773,1.281,0.780,1.000
1009,T-S_10K6;1r.tif:1374-0928,1645,106.773,0,196,905,1357,47,35,53.034,39.493,0,0.769,1.343,0.745,1.000
1010,T-S_10K6;1r.tif:1701-0852,3763,130.584,0,207,826,1666,53,71,80.115,59.804,90,0.769,1.340,0.746,1.000
1011,T-S_10K6;1r.tif:1594-0941,1209,114.849,64,169,926,1575,31,39,44.007,34.980,90,0.775,1.258,0.795,1.000
1012,T-S_10K6;1r.tif:1730-0920,1247,133.407,43,199,906,1709,29,43,48.520,32.723,90,0.756,1.483,0.674,1.000
1013,T-S_10K6;1r.tif:1702-2877,2760,130.993,0,210,2854,1672,46,60,67.703,51.905,90,0.772,1.304,0.767,1.000
1014,T-S_10K6;1r.tif:1615-3204,3650,146.614,0,209,3179,1579,50,73,82.372,56.419,90,0.758,1.460,0.685,1.000
1015,T-S_10K6;1r.tif:1607-3311,1073,103.653,35,166,3293,1593,37,29,41.750,32.723,0,0.774,1.276,0.784,1.000
1016,T-S_10K6;1r.tif:1568-4356,2565,148.608,60,203,4334,1540,45,57,64.318,50.777,90,0.775,1.267,0.789,1.000
1017,T-S_10K6;1r.tif:2033-4177,1295,128.653,46,198,4159,2016,37,35,41.750,39.493,0,0.785,1.057,0.946,1.000
1018,T-S_10K6;1r.tif:1990-4076,3528,131.567,0,210,4048,1959,56,63,71.088,63.189,90,0.783,1.125,0.889,1.000
1019,T-S_10K6;1r.tif:2033-3995,13024,114.636,0,211,3951,1959,88,148,167.000,99.297,90,0.735,1.682,0.595,1.000
1020,T-S_10K6;1r.tif:1982-3865,6290,141.463,29,211,3828,1940,74,85,95.912,83.500,90,0.782,1.149,0.871,1.000
1021,T-S_10K6;1r.tif:1954-3754,5530,129.942,0,207,3715,1919,79,70,89.142,78.987,0,0.783,1.129,0.886,1.000
1022,T-S_10K6;1r.tif:2026-3620,5840,51.657,0,208,3580,1990,80,73,90.270,82.372,0,0.784,1.096,0.913,1.000
1023,T-S_10K6;1r.tif:2352-3975,5760,127.104,0,209,3935,2316,80,72,90.270,81.243,0,0.783,1.111,0.900,1.000
1024,T-S_10K6;1r.tif:2362-3860,6141,125.536,0,207,3816,2328,89,69,100.426,77.858,0,0.773,1.290,0.775,1.000
1025,T-S_10K6;1r.tif:2235-3839,504,48.919,0,98,3827,2225,24,21,27.081,23.696,0,0.782,1.143,0.875,1.000
1026,T-S_10K6;1r.tif:2379-2331,1599,137.755,0,202,2312,2359,39,41,46.264,44.007,90,0.785,1.051,0.951,1.000
1027,T-S_10K6;1r.tif:2395-1501,3657,41.774,0,132,1467,2369,69,53,77.858,59.804,0,0.772,1.302,0.768,1.000
1028,T-S_10K6;1r.tif:2447-1761,1927,97.469,0,193,1741,2424,41,47,53.034,46.264,90,0.782,1.146,0.872,1.000
1029,T-S_10K6;1r.tif:2617-2370,4680,145.674,43,207,2338,2581,65,72,81.243,73.345,90,0.783,1.108,0.903,1.000
1030,T-S_10K6;1r.tif:2828-4405,61464,111.128,8,210,4249,2730,312,197,352.054,222.291,0,0.745,1.584,0.631,1.000
1031,T-S_10K6;1r.tif:3056-3219,1892,80.210,0,155,3198,3034,43,44,49.649,48.520,90,0.785,1.023,0.977,1.000
1032,T-S_10K6;1r.tif:3283-4129,7623,127.172,0,217,4091,3234,77,99,111.710,86.885,90,0.773,1.286,0.778,1.000
1033,T-S_10K6;1r.tif:3273-4056,4032,131.703,0,209,4032,3231,48,84,94.784,54.162,90,0.727,1.750,0.571,1.000
1034,T-S_10K6;1r.tif:3403-2307,7296,119.936,0,210,2275,3346,64,114,128.635,72.216,90,0.723,1.781,0.561,1.000
1035,T-S_10K6;1r.tif:3401-1646,7238,139.484,16,207,1608,3354,77,94,106.068,86.885,90,0.778,1.221,0.819,1.000
1036,T-S_10K6;1r.tif:3938-3489,25774,75.859,0,209,3358,3889,263,98,296.764,110.581,0,0.621,2.684,0.373,1.000
1037,T-S_10K6;1r.tif:3834-1869,2080,106.857,0,190,1843,3814,52,40,58.676,45.135,0,0.772,1.300,0.769,1.000
1038,T-S_10K6;1r.tif:4056-1360,1368,125.276,0,199,1342,4037,36,38,42.878,40.622,90,0.785,1.056,0.947,1.000
1039,T-S_10K6;1r.tif:4041-1746,1581,119.172,42,176,1731,4016,31,51,57.547,34.980,90,0.739,1.645,0.608,1.000
1040,T-S_10K6;1r.tif:4408-1134,10706,139.438,0,215,1084,4355,101,106,119.608,113.966,90,0.785,1.050,0.953,1.000
1041,T-S_10K6;1r.tif:4527-1206,1872,122.060,0,196,1187,4503,39,48,54.162,44.007,90,0.777,1.231,0.813,1.000
1042,T-S_10K6;1r.tif:4525-1320,5082,113.837,0,206,1282,4492,77,66,86.885,74.473,0,0.781,1.167,0.857,1.000
1043,T-S_10K6;1r.tif:4499-1436,5073,105.910,0,201,1392,4471,89,57,100.426,64.318,0,0.748,1.561,0.640,1.000
1044,T-S_10K6;1r.tif:4484-1530,2100,43.821,0,160,1500,4467,60,35,67.703,39.493,0,0.731,1.714,0.583,1.000
1045,T-S_10K6;1r.tif:4483-3314,16377,88.073,0,192,3235,4432,159,103,179.412,116.223,0,0.750,1.544,0.648,1.000
1046,T-S_10K6;1r.tif:4793-1983,3417,127.267,0,204,1958,4760,51,67,75.601,57.547,90,0.771,1.314,0.761,1.000
1047,T-S_10K6;1r.tif:4735-1473,4032,116.793,0,203,1445,4699,56,72,81.243,63.189,90,0.773,1.286,0.778,1.000
1048,T-S_10K6;1r.tif:1756-3431,576,76.040,0,135,3419,1744,24,24,27.081,27.081,0,0.785,1.000,1.000,1.000
1049,T-S_10K6;1r.tif:2293-3824,143,45.301,0,100,3819,2287,11,13,14.669,12.412,90,0.780,1.182,0.846,1.000
1050,T-S_10K6;1r.tif:2350-2915,255,74.424,6,131,2907,2343,17,15,19.182,16.926,0,0.782,1.133,0.882,1.000
1051,T-S_10K6;1r.tif:3495-0795,2300,82.623,12,125,772,3470,46,50,56.419,51.905,90,0.784,1.087,0.920,1.000
