 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
366,T-S_10K6_1v.tif:0366:T-S_10K6_1v,4180,59.603,0,143,536,1560,38,110,124.122,42.878,90,0.600,2.895,0.345,1.000
367,T-S_10K6_1v.tif:0367:T-S_10K6_1v,1218,102.131,55,133,522,1566,14,87,98.169,15.797,90,0.375,6.214,0.161,1.000
368,T-S_10K6_1v.tif:0368:T-S_10K6_1v,5508,85.849,0,231,454,1560,68,81,91.399,76.730,90,0.779,1.191,0.840,1.000
369,T-S_10K6_1v.tif:0369:T-S_10K6_1v,5368,52.750,0,143,397,1561,61,88,99.297,68.831,90,0.760,1.443,0.693,1.000
370,T-S_10K6_1v.tif:0370:T-S_10K6_1v,4200,69.201,0,184,347,1565,50,84,94.784,56.419,90,0.735,1.680,0.595,1.000
371,T-S_10K6_1v.tif:0371:T-S_10K6_1v,21018,82.631,0,204,274,1561,113,186,209.879,127.507,90,0.739,1.646,0.608,1.000
372,T-S_10K6_1v.tif:0372:T-S_10K6_1v,6720,63.575,0,137,2789,1687,80,84,94.784,90.270,90,0.785,1.050,0.952,1.000
373,T-S_10K6_1v.tif:0373:T-S_10K6_1v,1363,62.649,0,124,2751,1692,29,47,53.034,32.723,90,0.741,1.621,0.617,1.000
374,T-S_10K6_1v.tif:0374:T-S_10K6_1v,11730,71.049,0,153,2624,1690,115,102,129.764,115.095,0,0.783,1.127,0.887,1.000
375,T-S_10K6_1v.tif:0375:T-S_10K6_1v,5460,71.129,0,153,2605,1692,65,84,94.784,73.345,90,0.773,1.292,0.774,1.000
376,T-S_10K6_1v.tif:0376:T-S_10K6_1v,182,109.209,79,135,2603,1693,2,91,102.683,2.257,90,0.066,45.500,0.022,1.000
377,T-S_10K6_1v.tif:0377:T-S_10K6_1v,7821,61.151,0,141,2524,1692,79,99,111.710,89.142,90,0.775,1.253,0.798,1.000
378,T-S_10K6_1v.tif:0378:T-S_10K6_1v,3230,63.610,0,135,2502,1693,38,85,95.912,42.878,90,0.671,2.237,0.447,1.000
379,T-S_10K6_1v.tif:0379:T-S_10K6_1v,6808,50.312,0,130,2428,1696,74,92,103.811,83.500,90,0.776,1.243,0.804,1.000
380,T-S_10K6_1v.tif:0380:T-S_10K6_1v,8008,51.957,0,124,2364,1691,77,104,117.351,86.885,90,0.768,1.351,0.740,1.000
381,T-S_10K6_1v.tif:0381:T-S_10K6_1v,2688,105.035,71,134,2336,1693,28,96,108.324,31.595,90,0.549,3.429,0.292,1.000
382,T-S_10K6_1v.tif:0382:T-S_10K6_1v,3330,66.088,0,124,2299,1694,37,90,101.554,41.750,90,0.649,2.432,0.411,1.000
383,T-S_10K6_1v.tif:0383:T-S_10K6_1v,1652,56.455,0,121,2269,1696,28,59,66.574,31.595,90,0.686,2.107,0.475,1.000
384,T-S_10K6_1v.tif:0384:T-S_10K6_1v,5475,60.583,0,132,2188,1696,75,73,84.628,82.372,0,0.785,1.027,0.973,1.000
385,T-S_10K6_1v.tif:0385:T-S_10K6_1v,10700,61.873,0,138,2077,1694,107,100,120.737,112.838,0,0.785,1.070,0.935,1.000
386,T-S_10K6_1v.tif:0386:T-S_10K6_1v,7056,58.031,0,133,2017,1696,84,84,94.784,94.784,0,0.785,1.000,1.000,1.000
387,T-S_10K6_1v.tif:0387:T-S_10K6_1v,7154,61.139,0,131,1946,1702,73,98,110.581,82.372,90,0.769,1.342,0.745,1.000
388,T-S_10K6_1v.tif:0388:T-S_10K6_1v,188,96.202,39,123,1944,1700,2,94,106.068,2.257,90,0.064,47.000,0.021,1.000
389,T-S_10K6_1v.tif:0389:T-S_10K6_1v,9108,49.593,0,128,1845,1697,99,92,111.710,103.811,0,0.784,1.076,0.929,1.000
390,T-S_10K6_1v.tif:0390:T-S_10K6_1v,5671,51.329,0,130,1802,1698,53,107,120.737,59.804,90,0.696,2.019,0.495,1.000
391,T-S_10K6_1v.tif:0391:T-S_10K6_1v,2278,61.407,0,130,1784,1707,34,67,75.601,38.365,90,0.702,1.971,0.507,1.000
