 ID,MY_ID,TEI-TAG,LINK,USE,Module,Note,Transcriber Short Cut,Palatte for Live Coder,Example
494,494,model.orgPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.orgPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.orgPart.html</a>,,TEI infrastructure,,,,
495,495,model.orgStateLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.orgStateLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.orgStateLike.html</a>,,TEI infrastructure,,,,
496,496,model.persNamePart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.persNamePart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.persNamePart.html</a>,,namesdates,,,,
497,497,model.personLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.personLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.personLike.html</a>,,TEI infrastructure,,,,
498,498,model.personPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.personPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.personPart.html</a>,,TEI infrastructure,,,,
499,499,model.persStateLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.persStateLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.persStateLike.html</a>,,TEI infrastructure,,,,
500,500,model.phrase,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.phrase.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.phrase.html</a>,,TEI infrastructure,,,,
501,501,model.phrase.xml,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.phrase.xml.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.phrase.xml.html</a>,,TEI infrastructure,,,,
502,502,model.physDescPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.physDescPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.physDescPart.html</a>,,TEI infrastructure,,,,
503,503,model.placeLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeLike.html</a>,,TEI infrastructure,,,,
504,504,model.placeNamePart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeNamePart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeNamePart.html</a>,,TEI infrastructure,,,,
505,505,model.placeStateLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeStateLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeStateLike.html</a>,,TEI infrastructure,,,,
506,506,model.pLike.front,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pLike.front.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pLike.front.html</a>,,TEI infrastructure,,,,
507,507,model.pLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pLike.html</a>,,TEI infrastructure,,,,
508,508,model.pPart.data,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.data.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.data.html</a>,,TEI infrastructure,,,,
509,509,model.pPart.edit,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.edit.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.edit.html</a>,,TEI infrastructure,,,,
510,510,model.pPart.editorial,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.editorial.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.editorial.html</a>,,TEI infrastructure,,,,
511,511,model.pPart.msdesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.msdesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.msdesc.html</a>,,TEI infrastructure,,,,
512,512,model.pPart.transcriptional,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.transcriptional.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.transcriptional.html</a>,,TEI infrastructure,,,,
513,513,model.profileDescPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.profileDescPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.profileDescPart.html</a>,,TEI infrastructure,,,,
514,514,model.ptrLike.form,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.ptrLike.form.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.ptrLike.form.html</a>,,dictionary,,,,
515,515,model.ptrLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.ptrLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.ptrLike.html</a>,,TEI infrastructure,,,,
516,516,model.qLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.qLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.qLike.html</a>,,TEI infrastructure,,,,
517,517,model.quoteLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.quoteLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.quoteLike.html</a>,,TEI infrastructure,,,,
518,518,model.rdgLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.rdgLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.rdgLike.html</a>,,textcrit,,,,
519,519,model.rdgPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.rdgPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.rdgPart.html</a>,,textcrit,,,,
520,520,model.recordingPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.recordingPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.recordingPart.html</a>,,spoken,,,,
521,521,model.resourceLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.resourceLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.resourceLike.html</a>,,TEI infrastructure,,,,
522,522,model.respLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.respLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.respLike.html</a>,,TEI infrastructure,,,,
523,523,model.segLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.segLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.segLike.html</a>,,TEI infrastructure,,,,
524,524,model.settingPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.settingPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.settingPart.html</a>,,TEI infrastructure,,,,
525,525,model.sourceDescPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.sourceDescPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.sourceDescPart.html</a>,,TEI infrastructure,,,,
526,526,model.specDescLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.specDescLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.specDescLike.html</a>,,TEI infrastructure,,,,
527,527,model.stageLike,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.stageLike.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.stageLike.html</a>,,TEI infrastructure,,,,
528,528,model.teiHeaderPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.teiHeaderPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.teiHeaderPart.html</a>,,TEI infrastructure,,,,
529,529,model.textDescPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.textDescPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.textDescPart.html</a>,,TEI infrastructure,,,,
530,530,model.titlepagePart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.titlepagePart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.titlepagePart.html</a>,,TEI infrastructure,,,,
531,531,moduleRef,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-moduleRef.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-moduleRef.html</a>,,tagdocs,,,,
532,532,moduleSpec,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-moduleSpec.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-moduleSpec.html</a>,,tagdocs,,,,
533,533,monogr,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-monogr.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-monogr.html</a>,,core,,,,
534,534,mood,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-mood.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-mood.html</a>,,dictionary,,,,
535,535,move,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-move.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-move.html</a>,,drama,,,,
536,536,msContents,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msContents.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msContents.html</a>,,msdescription,,,,
537,537,msDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msDesc.html</a>,,msdescription,,,,
538,538,msFrag,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msFrag.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msFrag.html</a>,,,,,,
539,539,msIdentifier,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msIdentifier.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msIdentifier.html</a>,,msdescription,,,,
540,540,msItem,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msItem.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msItem.html</a>,,msdescription,,,,
541,541,msItemStruct,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msItemStruct.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msItemStruct.html</a>,,msdescription,,,,
542,542,msName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msName.html</a>,,msdescription,,,,
543,543,msPart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msPart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msPart.html</a>,,msdescription,,,,
544,544,musicNotation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-musicNotation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-musicNotation.html</a>,,msdescription,,,,
545,545,name,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-name.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-name.html</a>,,core,,,,
546,546,nameLink,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nameLink.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nameLink.html</a>,,namesdates,,,,
547,547,namespace,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-namespace.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-namespace.html</a>,,header,,,,
548,548,nationality,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nationality.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nationality.html</a>,,namesdates,,,,
549,549,node,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-node.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-node.html</a>,,nets,,,,
550,550,normalization,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-normalization.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-normalization.html</a>,,header,,,,
551,551,notatedMusic,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-notatedMusic.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-notatedMusic.html</a>,,figures,,,,
552,552,note,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-note.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-note.html</a>,,core,,,,
553,553,notesStmt,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-notesStmt.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-notesStmt.html</a>,,header,,,,
554,554,num,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-num.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-num.html</a>,,core,,,,
555,555,number,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-number.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-number.html</a>,,dictionary,,,,
556,556,numeric,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-numeric.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-numeric.html</a>,,iso-fs,,,,
557,557,nym,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nym.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nym.html</a>,,namesdates,,,,
558,558,objectDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-objectDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-objectDesc.html</a>,,msdescription,,,,
559,559,objectType,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-objectType.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-objectType.html</a>,,msdescription,,,,
560,560,occupation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-occupation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-occupation.html</a>,,namesdates,,,,
561,561,offset,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-offset.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-offset.html</a>,,namesdates,,,,
562,562,opener,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-opener.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-opener.html</a>,,textStruct,,,,
563,563,oRef,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-oRef.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-oRef.html</a>,,dictionary,,,,
564,564,org,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-org.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-org.html</a>,,namesdates,,,,
565,565,orgName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orgName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orgName.html</a>,,namesdates,,,,
566,566,orig,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orig.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orig.html</a>,,core,,,,
567,567,origDate,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origDate.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origDate.html</a>,,msdescription,,,,
568,568,origin,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origin.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origin.html</a>,,msdescription,,,,
569,569,origPlace,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origPlace.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origPlace.html</a>,,msdescription,,,,
570,570,orth,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orth.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orth.html</a>,,dictionary,,,,
571,571,outputRendition,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-outputRendition.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-outputRendition.html</a>,,,,,,
572,572,oVar,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-oVar.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-oVar.html</a>,,dictionary,,,deprecated,
573,573,p,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-p.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-p.html</a>,,core,,,,
574,574,param,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-param.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-param.html</a>,,,,,,
575,575,paramList,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-paramList.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-paramList.html</a>,,,,,,
576,576,paramSpec,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-paramSpec.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-paramSpec.html</a>,,tagdocs,,,,
577,577,particDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-particDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-particDesc.html</a>,,corpus,,,,
578,578,pause,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pause.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pause.html</a>,,spoken,,,,
579,579,,,,,,,,
580,580,pb,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pb.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pb.html</a>,,core,,,,
581,581,pc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pc.html</a>,1,analysis,Paragraphos marker?,,,
582,582,per,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-per.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-per.html</a>,,dictionary,,,,
583,583,performance,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-performance.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-performance.html</a>,,drama,,,,
584,584,persName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-persName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-persName.html</a>,,namesdates,,,,
585,585,person,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-person.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-person.html</a>,,namesdates,,,,
586,586,personGrp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-personGrp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-personGrp.html</a>,,namesdates,,,,
587,587,phr,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-phr.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-phr.html</a>,1,analysis,,,,
588,588,physDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-physDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-physDesc.html</a>,,msdescription,,,,
589,589,place,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-place.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-place.html</a>,,namesdates,,,,
590,590,placeName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-placeName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-placeName.html</a>,,namesdates,,,,
591,591,population,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-population.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-population.html</a>,,namesdates,,,,
592,592,pos,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pos.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pos.html</a>,,dictionary,,,,
593,593,postBox,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postBox.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postBox.html</a>,,core,,,,
594,594,postCode,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postCode.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postCode.html</a>,,core,,,,
595,595,postscript,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postscript.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postscript.html</a>,,textStruct,,,,
596,596,precision,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-precision.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-precision.html</a>,,certainty,,,,
597,597,pRef,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pRef.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pRef.html</a>,,dictionary,,,,
598,598,prefixDef,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-prefixDef.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-prefixDef.html</a>,,header,,,,
599,599,preparedness,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-preparedness.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-preparedness.html</a>,,corpus,,,,
600,600,principal,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-principal.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-principal.html</a>,,header,,,,
601,601,profileDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-profileDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-profileDesc.html</a>,,header,,,,
602,602,projectDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-projectDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-projectDesc.html</a>,,header,,,,
603,603,prologue,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-prologue.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-prologue.html</a>,,drama,,,,
604,604,pron,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pron.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pron.html</a>,,dictionary,,,,
605,605,provenance,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-provenance.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-provenance.html</a>,,msdescription,,,,
606,606,ptr,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ptr.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ptr.html</a>,,core,,,,
607,607,publicationStmt,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-publicationStmt.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-publicationStmt.html</a>,,header,,,,
608,608,publisher,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-publisher.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-publisher.html</a>,,core,,,,
609,609,pubPlace,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pubPlace.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pubPlace.html</a>,,core,,,,
610,610,punctuation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-punctuation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-punctuation.html</a>,,,,,,
611,611,purpose,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-purpose.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-purpose.html</a>,,corpus,,,,
612,612,pVar,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pVar.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pVar.html</a>,,dictionary,,,deprecated,
613,613,q,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-q.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-q.html</a>,,core,,,,
614,614,quotation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-quotation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-quotation.html</a>,,header,,,,
615,615,quote,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-quote.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-quote.html</a>,,core,,,,
616,616,rdg,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rdg.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rdg.html</a>,,textcrit,,,,
617,617,rdgGrp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rdgGrp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rdgGrp.html</a>,,textcrit,,,,
618,618,re,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-re.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-re.html</a>,,dictionary,,,,
619,619,recordHist,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recordHist.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recordHist.html</a>,,msdescription,,,,
620,620,recording,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recording.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recording.html</a>,,spoken,,,,
621,621,recordingStmt,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recordingStmt.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recordingStmt.html</a>,,spoken,,,,
622,622,redo,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-redo.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-redo.html</a>,,transc,,,,
623,623,ref,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ref.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ref.html</a>,,core,,,,
624,624,refsDecl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-refsDecl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-refsDecl.html</a>,,header,,,,
625,625,refState,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-refState.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-refState.html</a>,,header,,,,
626,626,reg,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-reg.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-reg.html</a>,,core,,,,
627,627,region,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-region.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-region.html</a>,,namesdates,,,,
