 ID,MY_ID,TEI-TAG,LINK,USE,Module,Note,Transcriber Short Cut,Palatte for Live Coder,Example
254,254,email,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-email.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-email.html</a>,,core,,,,
255,255,emph,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-emph.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-emph.html</a>,,core,,,,
256,256,encodingDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-encodingDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-encodingDesc.html</a>,,header,,,,
257,257,entry,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-entry.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-entry.html</a>,,dictionary,,,,
258,258,entryFree,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-entryFree.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-entryFree.html</a>,,dictionary,,,,
259,259,epigraph,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-epigraph.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-epigraph.html</a>,,textStruct,,,,
260,260,epilogue,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-epilogue.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-epilogue.html</a>,,drama,,,,
261,261,equipment,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-equipment.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-equipment.html</a>,,spoken,,,,
262,262,equiv,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-equiv.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-equiv.html</a>,,tagdocs,,,,
263,263,eTree,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-eTree.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-eTree.html</a>,,nets,,,,
264,264,etym,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-etym.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-etym.html</a>,,dictionary,,,,
265,265,event,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-event.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-event.html</a>,,namesdates,,,,
266,266,ex,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ex.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ex.html</a>,1,transc,,,,
267,267,exemplum,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-exemplum.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-exemplum.html</a>,,tagdocs,,,,
268,268,expan,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-expan.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-expan.html</a>,,core,,,,
269,269,explicit,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-explicit.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-explicit.html</a>,,msdescription,,,,
270,270,extent,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-extent.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-extent.html</a>,,header,,,,
271,271,f,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-f.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-f.html</a>,,iso-fs,,,,
272,272,facsimile,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-facsimile.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-facsimile.html</a>,,transc,,,,
273,273,factuality,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-factuality.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-factuality.html</a>,,corpus,,,,
274,274,faith,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-faith.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-faith.html</a>,,namesdates,,,,
275,275,fDecl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fDecl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fDecl.html</a>,,iso-fs,,,,
276,276,fDescr,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fDescr.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fDescr.html</a>,,iso-fs,,,,
277,277,figDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-figDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-figDesc.html</a>,,figures,,,,
278,278,figure,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-figure.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-figure.html</a>,,figures,,,,
279,279,fileDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fileDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fileDesc.html</a>,,header,,,,
280,280,filiation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-filiation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-filiation.html</a>,,msdescription,,,,
281,281,finalRubric,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-finalRubric.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-finalRubric.html</a>,,msdescription,,,,
282,282,fLib,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fLib.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fLib.html</a>,,iso-fs,,,,
283,283,floatingText,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-floatingText.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-floatingText.html</a>,,textStruct,,,,
284,284,floruit,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-floruit.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-floruit.html</a>,,namesdates,,,,
285,285,foliation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-foliation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-foliation.html</a>,,msdescription,,,,
286,286,foreign,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-foreign.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-foreign.html</a>,,core,,,,
287,287,forename,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-forename.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-forename.html</a>,,namesdates,,,,
288,288,forest,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-forest.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-forest.html</a>,,nets,,,,
289,289,form,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-form.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-form.html</a>,,dictionary,,,,
290,290,formula,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-formula.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-formula.html</a>,,figures,,,,
291,291,front,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-front.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-front.html</a>,,textStruct,,,,
292,292,fs,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fs.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fs.html</a>,,iso-fs,,,,
293,293,fsConstraints,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsConstraints.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsConstraints.html</a>,,iso-fs,,,,
294,294,fsdDecl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsdDecl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsdDecl.html</a>,,iso-fs,,,,
295,295,fsDecl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsDecl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsDecl.html</a>,,iso-fs,,,,
296,296,fsDescr,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsDescr.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsDescr.html</a>,,iso-fs,,,,
297,297,fsdLink,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsdLink.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fsdLink.html</a>,,iso-fs,,,,
298,298,funder,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-funder.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-funder.html</a>,,header,,,,
299,299,fvLib,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fvLib.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fvLib.html</a>,,iso-fs,,,,
300,300,fw,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fw.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-fw.html</a>,,transc,,,,
301,301,g,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-g.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-g.html</a>,,gaija,,,,
302,302,gap,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gap.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gap.html</a>,,core,,,,
303,303,gb,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gb.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gb.html</a>,,core,,,,
304,304,gen,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gen.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gen.html</a>,,dictionary,,,,
305,305,genName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-genName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-genName.html</a>,,namesdates,,,,
306,306,geo,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geo.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geo.html</a>,,namesdates,,,,
307,307,geoDecl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geoDecl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geoDecl.html</a>,,header,,,,
308,308,geogFeat,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geogFeat.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geogFeat.html</a>,,namesdates,,,,
309,309,geogName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geogName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-geogName.html</a>,,namesdates,,,,
310,310,gi,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gi.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gi.html</a>,,tagdocs,,,,
311,311,gloss,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gloss.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gloss.html</a>,,core,,,,
312,312,glyph,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-glyph.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-glyph.html</a>,,gaija,,,,
313,313,glyphName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-glyphName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-glyphName.html</a>,,gaija,,,,
314,314,gram,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gram.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gram.html</a>,,dictionary,,,,
315,315,gramGrp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gramGrp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-gramGrp.html</a>,,dictionary,,,,
316,316,graph,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-graph.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-graph.html</a>,,nets,,,,
317,317,graphic,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-graphic.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-graphic.html</a>,,core,,,,
318,318,group,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-group.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-group.html</a>,,textStruct,,,,
319,319,handDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handDesc.html</a>,,msdescription,,,,
320,320,handNote,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handNote.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handNote.html</a>,,header,,,,
321,321,handNotes,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handNotes.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handNotes.html</a>,,transc,,,,
322,322,handShift,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handShift.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-handShift.html</a>,,transc,,,,
323,323,head,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-head.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-head.html</a>,,core,,,,
324,324,headItem,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-headItem.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-headItem.html</a>,,core,,,,
325,325,headLabel,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-headLabel.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-headLabel.html</a>,,core,,,,
326,326,height,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-height.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-height.html</a>,,msdescription,,,,
327,327,heraldry,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-heraldry.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-heraldry.html</a>,,msdescription,,,,
328,328,hi,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hi.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hi.html</a>,,core,,,,
329,329,history,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-history.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-history.html</a>,,msdescription,,,,
330,330,hom,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hom.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hom.html</a>,,dictionary,,,,
331,331,hyph,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hyph.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hyph.html</a>,,dictionary,,,,
332,332,hyphenation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hyphenation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-hyphenation.html</a>,,header,,,,
333,333,ident,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ident.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ident.html</a>,,tagdocs,,,,
334,334,idno,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-idno.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-idno.html</a>,,header,,,,
335,335,if,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-if.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-if.html</a>,,iso-fs,,,,
336,336,iff,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iff.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iff.html</a>,,iso-fs,,,,
337,337,imprimatur,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-imprimatur.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-imprimatur.html</a>,,textStruct,,,,
338,338,imprint,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-imprint.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-imprint.html</a>,,core,,,,
339,339,incident,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-incident.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-incident.html</a>,,spoken,,,,
340,340,incipit,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-incipit.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-incipit.html</a>,,msdescription,,,,
341,341,index,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-index.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-index.html</a>,,core,,,,
342,342,iNode,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iNode.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iNode.html</a>,,nets,,,,
343,343,institution,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-institution.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-institution.html</a>,,msdescription,,,,
344,344,interaction,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interaction.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interaction.html</a>,,corpus,,,,
345,345,interp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interp.html</a>,1,analysis,,,,
346,346,interpGrp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interpGrp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interpGrp.html</a>,1,analysis,,,,
347,347,interpretation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interpretation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-interpretation.html</a>,,header,,,,
348,348,item,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-item.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-item.html</a>,,core,,,,
349,349,iType,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iType.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-iType.html</a>,,dictionary,,,,
350,350,join,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-join.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-join.html</a>,,linking,,,,
351,351,joinGrp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-joinGrp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-joinGrp.html</a>,,linking,,,,
352,352,keywords,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-keywords.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-keywords.html</a>,,header,,,,
353,353,kinesic,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-kinesic.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-kinesic.html</a>,,spoken,,,,
354,354,l,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-l.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-l.html</a>,,core,,,,
355,355,label,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-label.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-label.html</a>,,core,,,,
356,356,lacunaEnd,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lacunaEnd.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lacunaEnd.html</a>,,textcrit,,,,
357,357,lacunaStart,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lacunaStart.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lacunaStart.html</a>,,textcrit,,,,
358,358,lang,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lang.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lang.html</a>,,dictionary,,,,
359,359,langKnowledge,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langKnowledge.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langKnowledge.html</a>,,namesdates,,,,
360,360,langKnown,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langKnown.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langKnown.html</a>,,namesdates,,,,
361,361,language,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-language.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-language.html</a>,,header,,,,
362,362,langUsage,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langUsage.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-langUsage.html</a>,,header,,,,
363,363,layout,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-layout.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-layout.html</a>,,msdescription,,,,
364,364,layoutDesc,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-layoutDesc.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-layoutDesc.html</a>,,msdescription,,,,
365,365,lb,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lb.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lb.html</a>,,core,,,,
366,366,lbl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lbl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lbl.html</a>,,dictionary,,,,
367,367,leaf,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-leaf.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-leaf.html</a>,,nets,,,,
368,368,lem,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lem.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lem.html</a>,,textcrit,,,,
369,369,lg,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lg.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-lg.html</a>,,core,,,,
370,370,licence,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-licence.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-licence.html</a>,,header,,,,
371,371,line,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-line.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-line.html</a>,,transc,,,,
372,372,link,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-link.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-link.html</a>,,linking,,,,
373,373,linkGrp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-linkGrp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-linkGrp.html</a>,,linking,,,,
374,374,list,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-list.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-list.html</a>,,core,,,,
375,375,listApp,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listApp.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listApp.html</a>,,textcrit,,,,
376,376,listBibl,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listBibl.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listBibl.html</a>,,core,,,,
377,377,listChange,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listChange.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listChange.html</a>,,header,,,,
378,378,listEvent,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listEvent.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listEvent.html</a>,,namesdates,,,,
379,379,listForest,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listForest.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listForest.html</a>,,nets,,,,
380,380,listNym,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listNym.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listNym.html</a>,,namesdates,,,,
381,381,listOrg,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listOrg.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listOrg.html</a>,,namesdates,,,,
382,382,listPerson,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPerson.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPerson.html</a>,,namesdates,,,,
383,383,listPlace,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPlace.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPlace.html</a>,,namesdates,,,,
384,384,listPrefixDef,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPrefixDef.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listPrefixDef.html</a>,,header,,,,
385,385,listRef,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listRef.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listRef.html</a>,,tagdocs,,,,
386,386,listRelation,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listRelation.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listRelation.html</a>,,namesdates,,,,
387,387,listTranspose,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listTranspose.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listTranspose.html</a>,,transc,,,,
388,388,listWit,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listWit.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-listWit.html</a>,,textcrit,,,,
389,389,locale,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locale.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locale.html</a>,,corpus,,,,
390,390,localName,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-localName.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-localName.html</a>,,gaija,,,,
391,391,location,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-location.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-location.html</a>,,namesdates,,,,
392,392,locus,<a href="http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locus.html">http://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-locus.html</a>,,msdescription,,,,
